atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_value,unit,qualifier,immediate_context,section_topic
BK25-NUM-149,BK25,17,17,3,mL,after; before,the patient either with (a) intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours after contrast medium or (b) with intravenous saline 0.9 % for 3-4 hours before and,CA-AKI/renal
BK25-NUM-150,BK25,17,17,1,h,after; before,the patient either with (a) intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours after contrast medium or (b) with intravenous saline 0.9 % for 3-4 hours before and,CA-AKI/renal
BK25-NUM-151,BK25,17,17,1,mL,after; before,the patient either with (a) intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours after contrast medium or (b) with intravenous saline 0.9 % for 3-4 hours before and,CA-AKI/renal
BK25-NUM-152,BK25,17,17,4-6,h,after; before,the patient either with (a) intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours after contrast medium or (b) with intravenous saline 0.9 % for 3-4 hours before and,CA-AKI/renal
BK25-NUM-153,BK25,17,17,0.9,%,after; before,dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours after contrast medium or (b) with intravenous saline 0.9 % for 3-4 hours before and 4-6 hours after contrast medium.,CA-AKI/renal
BK25-NUM-154,BK25,17,17,3-4,h,after; before,dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours after contrast medium or (b) with intravenous saline 0.9 % for 3-4 hours before and 4-6 hours after contrast medium.,CA-AKI/renal
BK25-NUM-155,BK25,17,17,4-6,h,after; before,after contrast medium or (b) with intravenous saline 0.9 % for 3-4 hours before and 4-6 hours after contrast medium. ‫ ׇ‬The referring physician responsible for patient care should individualize preventive,CA-AKI/renal
BK25-NUM-156,BK25,17,17,3-4,,<,‫ ׇ‬The referring physician responsible for patient care should individualize preventive hydration in patients with severe congestive heart failure (NYHA grade 3-4) or patients with end-stage renal failure (eGFR < 15 ml/min/1.73 m2).,CA-AKI/renal
BK25-NUM-157,BK25,17,17,15,ml/min/1.73 m²,<,hydration in patients with severe congestive heart failure (NYHA grade 3-4) or patients with end-stage renal failure (eGFR < 15 ml/min/1.73 m2). ‫ ׇ‬Oral hydration is not recommended as the sole method of preventive hydration.,CA-AKI/renal
BK25-NUM-158,BK25,18,18,350,mg,,"exposure, it is recommended to maintain either of the following when using a contrast medium concentration of 350 mg iodine/ml: ‫ ׇ‬the ratio of contrast medium dose (grams of iodine) to absolute eGFR (ml/min)",CA-AKI/renal
BK25-NUM-159,BK25,18,18,1.1,,,"‫ ׇ‬the ratio of contrast medium dose (grams of iodine) to absolute eGFR (ml/min) below 1.1, or ‫ ׇ‬the ratio of contrast medium volume (ml) to eGFR (ml/min/1.73 m²) below 3.0",CA-AKI/renal
BK25-NUM-160,BK25,18,18,1.73,,,"below 1.1, or ‫ ׇ‬the ratio of contrast medium volume (ml) to eGFR (ml/min/1.73 m²) below 3.0",CA-AKI/renal
BK25-NUM-161,BK25,18,18,3.0,,,"below 1.1, or ‫ ׇ‬the ratio of contrast medium volume (ml) to eGFR (ml/min/1.73 m²) below 3.0",CA-AKI/renal
BK25-NUM-162,BK25,18,18,48,h,at least; after,"‫ ׇ‬Continue preventive hydration if appropriate (see protocols above). ‫ ׇ‬Determine eGFR 48 hours after contrast medium administration. ‫ ׇ‬If at 48 hours there is a diagnosis of CA-AKI, monitor the patient clinically for at least",CA-AKI/renal
BK25-NUM-163,BK25,18,18,48,h,at least; after,"‫ ׇ‬Determine eGFR 48 hours after contrast medium administration. ‫ ׇ‬If at 48 hours there is a diagnosis of CA-AKI, monitor the patient clinically for at least 30 days and determine eGFR at regular intervals.",CA-AKI/renal
BK25-NUM-164,BK25,18,18,30,days,at least,"‫ ׇ‬If at 48 hours there is a diagnosis of CA-AKI, monitor the patient clinically for at least 30 days and determine eGFR at regular intervals.",CA-AKI/renal
BK25-NUM-165,BK25,21,21,2-4,,,"‫ ׇ‬Assess severity - classify as mild, moderate, or severe (see above): ‫ ׇ‬Mild cases: limb elevation, ice packs, monitor patient 2–4 hourly. If improving, then discharge. If no improvement, then requires surgical opinion.",general
BK25-NUM-166,BK25,21,21,150,mL,>,"‫ ׇ‬If severe injury is suspected, then urgently seek advice of a surgeon ‫ ׇ‬Surgical opinion also recommended for extravasate >150 ml",extravasation
BK25-NUM-167,BK25,21,21,60,ml/min/1.73 m²,>,"In patients with normal renal function (eGFR >60 mL/min/1.73 m²), consider a waiting time between elective contrast-enhanced MRI with GBCA administration and contrast-enhanced",CA-AKI/renal; waiting times
BK25-NUM-168,BK25,21,21,6,h,optimally; minimally; near complete clearance,CT or (coronary) angiography with iodine-based contrast medium administration of optimally 6 h (near complete clearance of the effects of the previously administered GBCA) and minimally 2 h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-169,BK25,21,21,2,h,optimally; minimally; near complete clearance,"optimally 6 h (near complete clearance of the effects of the previously administered GBCA) and minimally 2 h (if clinical indication requires rapid follow-up). In patients with moderate renal impairment (eGFR 30-60 mL/min/1.73 m²), consider",CA-AKI/renal; waiting times
BK25-NUM-170,BK25,21,21,30-60,ml/min/1.73 m²,minimally,"and minimally 2 h (if clinical indication requires rapid follow-up). In patients with moderate renal impairment (eGFR 30-60 mL/min/1.73 m²), consider a waiting time between elective contrast-enhanced MRI with GBCA administration and",CA-AKI/renal; waiting times
BK25-NUM-171,BK25,21,21,48,h,optimally; minimally; near complete clearance,contrast-enhanced CT or (coronary) angiography with iodine-based contrast medium administration of optimally 48 h (near complete clearance of the effects of the previously administered GBCA) and minimally 16 h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-172,BK25,21,21,16,h,optimally; minimally; near complete clearance,administration of optimally 48 h (near complete clearance of the effects of the previously administered GBCA) and minimally 16 h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-173,BK25,21,21,30,ml/min/1.73 m²,<,"In severe renal impairment (eGFR < 30 mL/min/1.73 m²), consider a waiting time between elective contrast-enhanced MRI with GBCA administration and contrast-enhanced CT or",CA-AKI/renal; waiting times
BK25-NUM-174,BK25,22,22,7,,optimally; near complete clearance,(coronary) angiography with iodine-based contrast medium administration of optimally 7 days (168h - near complete clearance of the effects of the previously administered GBCA),waiting times
BK25-NUM-175,BK25,22,22,168,h,optimally; minimally; near complete clearance,(coronary) angiography with iodine-based contrast medium administration of optimally 7 days (168h - near complete clearance of the effects of the previously administered GBCA) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-176,BK25,22,22,2.5,days,minimally; near complete clearance,days (168h - near complete clearance of the effects of the previously administered GBCA) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-177,BK25,22,22,60,h,minimally; near complete clearance,days (168h - near complete clearance of the effects of the previously administered GBCA) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-178,BK25,22,22,60,ml/min/1.73 m²,optimally; >; near complete clearance,Patients with normal renal function (GFR > 60 ml/min/1.73 m²): Consider a waiting time between administrations of optimally 12 h (near complete clearance,waiting times
BK25-NUM-179,BK25,22,22,12,h,optimally; minimally; >; near complete clearance,Patients with normal renal function (GFR > 60 ml/min/1.73 m²): Consider a waiting time between administrations of optimally 12 h (near complete clearance of the previously administered iodine-based contrast media) and minimally 4h (if clinical,waiting times
BK25-NUM-180,BK25,22,22,4,h,optimally; minimally; near complete clearance,Consider a waiting time between administrations of optimally 12 h (near complete clearance of the previously administered iodine-based contrast media) and minimally 4h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-181,BK25,22,22,30-60,ml/min/1.73 m²,optimally; near complete clearance,Patients with moderate renal impairment (GFR 30-60 ml/min/1.73 m²): Consider a waiting time between administrations of optimally 48 h (near complete clearance,waiting times
BK25-NUM-182,BK25,22,22,48,h,optimally; minimally; near complete clearance,Patients with moderate renal impairment (GFR 30-60 ml/min/1.73 m²): Consider a waiting time between administrations of optimally 48 h (near complete clearance of the previously administered iodine-based contrast media) and minimally 16 h (if clinical,waiting times
BK25-NUM-183,BK25,22,22,16,h,optimally; minimally; near complete clearance,Consider a waiting time between administrations of optimally 48 h (near complete clearance of the previously administered iodine-based contrast media) and minimally 16 h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-184,BK25,22,22,30,ml/min/1.73 m²,optimally; <,Patients with severely reduced renal function and (pre)dialysis patients with remnant renal function (GFR < 30 ml/min/1.73 m2): Consider a waiting time between administrations of optimally 7 days / 168h (near complete,waiting times; dialysis
BK25-NUM-185,BK25,22,22,7,days,optimally; minimally; <; near complete clearance,renal function (GFR < 30 ml/min/1.73 m2): Consider a waiting time between administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5,waiting times
BK25-NUM-186,BK25,22,22,168,h,optimally; minimally; <; near complete clearance,renal function (GFR < 30 ml/min/1.73 m2): Consider a waiting time between administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5,waiting times
BK25-NUM-187,BK25,22,22,2.5,,optimally; minimally; near complete clearance,Consider a waiting time between administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-188,BK25,22,22,60,h,minimally,clearance of the previously administered iodine-based contrast media) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-189,BK25,22,22,3,,at least,Consider a waiting time between successive iodine-based contrast media administrations of at least 3 dialysis sessions.,waiting times; dialysis
BK25-NUM-190,BK25,22,22,12,h,optimally; near complete clearance,"In patients without known renal impairment, consider a waiting time between elective contrast-enhanced MRIs with successive GBCA administrations of optimally 12h (near complete clearance of the previously administered iodine-based contrast media) and",waiting times
BK25-NUM-191,BK25,22,22,4,h,minimally,complete clearance of the previously administered iodine-based contrast media) and minimally 4h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-192,BK25,22,22,30-60,ml/min/1.73 m²,,"In patients with moderate renal impairment (if available: eGFR 30–60 mL/min/1.73 m2), consider a waiting time between elective contrast-enhanced MRI with successive GBCA",CA-AKI/renal; waiting times
BK25-NUM-193,BK25,22,22,48,h,optimally; minimally; near complete clearance,consider a waiting time between elective contrast-enhanced MRI with successive GBCA administrations of optimally 48h (near complete clearance of the previously administered iodine-based contrast media) and minimally 16h (if clinical indication requires rapid follow-,waiting times
BK25-NUM-194,BK25,22,22,16,h,optimally; minimally; near complete clearance,administrations of optimally 48h (near complete clearance of the previously administered iodine-based contrast media) and minimally 16h (if clinical indication requires rapid follow- up),waiting times
BK25-NUM-195,BK25,23,23,30,ml/min/1.73 m²,optimally; <; near complete clearance,"In severe renal impairment and (pre)dialysis patients with remnant renal function (eGFR < 30 mL/min/1.73 m2), consider a waiting time between elective contrast-enhanced MRI with successive GBCA administrations of optimally 7 days / 168h (near complete clearance",CA-AKI/renal; waiting times; dialysis
BK25-NUM-196,BK25,23,23,7,days,optimally; minimally; <; near complete clearance,"< 30 mL/min/1.73 m2), consider a waiting time between elective contrast-enhanced MRI with successive GBCA administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5 days / 60h (if",waiting times
BK25-NUM-197,BK25,23,23,168,h,optimally; minimally; <; near complete clearance,"< 30 mL/min/1.73 m2), consider a waiting time between elective contrast-enhanced MRI with successive GBCA administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5 days / 60h (if",waiting times
BK25-NUM-198,BK25,23,23,2.5,days,optimally; minimally; near complete clearance,with successive GBCA administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-199,BK25,23,23,60,h,optimally; minimally; near complete clearance,with successive GBCA administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).,waiting times
BK25-NUM-200,BK25,23,23,3,,at least,In patients on dialysis with no remnant renal function consider a waiting time between successive gadolinium-based contrast agent administrations of at least 3 dialysis sessions.,waiting times; dialysis
BK25-NUM-201,BK25,23,23,60,ml/min/1.73 m²,at least; optimally; after; >,eGFR > 60 mL/min/1.73 m2 : At least 4h and optimally 12h after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-202,BK25,23,23,4,h,at least; optimally; after; >,eGFR > 60 mL/min/1.73 m2 : At least 4h and optimally 12h after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-203,BK25,23,23,12,h,at least; optimally; after; >,eGFR > 60 mL/min/1.73 m2 : At least 4h and optimally 12h after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-204,BK25,23,23,30-60,ml/min/1.73 m²,at least; optimally; after,eGFR 30-60 mL/min/1.73 m2 : At least 16h and optimally 48h after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-205,BK25,23,23,16,h,at least; optimally; after,eGFR 30-60 mL/min/1.73 m2 : At least 16h and optimally 48h after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-206,BK25,23,23,48,h,at least; optimally; after,eGFR 30-60 mL/min/1.73 m2 : At least 16h and optimally 48h after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-207,BK25,23,23,30,ml/min/1.73 m²,at least; optimally; after; <,eGFR < 30 mL/min/1.73 m2 : At least 2.5 days (60h) and optimally 7 days (168h) after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-208,BK25,23,23,2.5,days,at least; optimally; after; <,eGFR < 30 mL/min/1.73 m2 : At least 2.5 days (60h) and optimally 7 days (168h) after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-209,BK25,23,23,60,h,at least; optimally; after; <,eGFR < 30 mL/min/1.73 m2 : At least 2.5 days (60h) and optimally 7 days (168h) after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-210,BK25,23,23,7,days,at least; optimally; after; <,eGFR < 30 mL/min/1.73 m2 : At least 2.5 days (60h) and optimally 7 days (168h) after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-211,BK25,23,23,168,h,at least; optimally; after; <,eGFR < 30 mL/min/1.73 m2 : At least 2.5 days (60h) and optimally 7 days (168h) after administration of the contrast,CA-AKI/renal; waiting times
BK25-NUM-212,BK25,23,23,60,ml/min/1.73 m²,at least; after; >,eGFR > 60 mL/min/1.73 m2 : At least 24h after administration of the contrast,CA-AKI/renal
BK25-NUM-213,BK25,23,23,24,h,at least; after; >,eGFR > 60 mL/min/1.73 m2 : At least 24h after administration of the contrast,CA-AKI/renal
BK25-NUM-214,BK25,23,23,30-60,ml/min/1.73 m²,at least; after,eGFR 30-60 mL/min/1.73 m2 : At least 48h after administration of the contrast,CA-AKI/renal
BK25-NUM-215,BK25,23,23,48,h,at least; after,eGFR 30-60 mL/min/1.73 m2 : At least 48h after administration of the contrast,CA-AKI/renal
BK25-NUM-216,BK25,23,23,30,ml/min/1.73 m²,at least; after; <,eGFR < 30 mL/min/1.73 m2 : At least 7 days (168h) after administration of the contrast,CA-AKI/renal
BK25-NUM-217,BK25,23,23,7,days,at least; after; <,eGFR < 30 mL/min/1.73 m2 : At least 7 days (168h) after administration of the contrast,CA-AKI/renal
BK25-NUM-218,BK25,23,23,168,h,at least; after; <,eGFR < 30 mL/min/1.73 m2 : At least 7 days (168h) after administration of the contrast,CA-AKI/renal
BK25-NUM-219,BK25,24,24,65,,,A diagnosis of nephrogenic systemic fibrosis (NSF) should only be made if the Yale NSF Registry clinical and histopathological criteria are met (J Am Acad Dermatol 2011; 65: 1095- 1106). The association between nephrogenic systemic fibrosis (NSF) and gadolinium-based,NSF/GBCA risk
