atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_phrase,surrounding_context,section_topic
BK25-REC-150,BK25,36,36,"s” to one of the questions, the possibility of performing the procedure will be considered in the Radiology Department and the exam could be postponed awaiting for the results of the allergy consultation or for the evaluation of the Referring Physician or other Specialists","If you selected one of the disease or answered “yes” to one of the questions, the possibility of performing the procedure will be considered in the Radiology Department and the exam could be postponed awaiting for the results of the allergy consultation or for the evaluation of the Referring Physician or other Specialists.",general
BK25-REC-151,BK25,36,36,"Please remember that premedication is not recommended, unless prescribed by the Allergologist","Please remember that premedication is not recommended, unless prescribed by the Allergologist.",premedication
BK25-REC-152,BK25,37,37,swered “yes” to one of the questions remember that serum creatinine measurement must be available within 3 months at the procedure time in risk patients,If you answered “yes” to one of the questions remember that serum creatinine measurement must be available within 3 months at the procedure time in risk patients.,CA-AKI
BK25-REC-153,BK25,37,37,"enous administration of contrast media (CT, contrast enhanced mammography-CESM) are required to contact the Radiology Department where the procedure is planned – as soon as it is scheduled – in order to organize an adequate iv hydration","• Outpatients with eGFR<30 ml/min and scheduled examinations with intravenous administration of contrast media (CT, contrast enhanced mammography-CESM) are required to contact the Radiology Department where the procedure is planned – as soon as it is scheduled – in order to organize an adequate iv hydration. • Patients with eGFR<45 ml/min who should undergo intra-arterial administration need to refer to t",CA-AKI
BK25-REC-154,BK25,37,37,Patients with eGFR<45 ml/min who should undergo intra-arterial administration need to refer to the Radiology Department/Referring Physician,rocedure is planned – as soon as it is scheduled – in order to organize an adequate iv hydration. • Patients with eGFR<45 ml/min who should undergo intra-arterial administration need to refer to the Radiology Department/Referring Physician. • • If METFORMIN is given with eGFR<30 ml/min and an examination with intravenous administration o,CA-AKI; metformin
BK25-REC-155,BK25,37,37,"ministration of contrast medium is scheduled (CT, CESM) the Referring Physician is required to stop metformin at the time of contrast administration","ring Physician. • • If METFORMIN is given with eGFR<30 ml/min and an examination with intravenous administration of contrast medium is scheduled (CT, CESM) the Referring Physician is required to stop metformin at the time of contrast administration; the drug can be resumed 48 hours later if renal function has not changed significantly.",CA-AKI; metformin
BK25-REC-156,BK25,37,37,eukin-2) is not required unless the Nephrologist and/or the Referring Physician considers it is appropriate,"iviral drugs, beta-blockers, biguanides, loop diuretics, non-steroid anti-inflammatory drugs, interleukin-2) is not required unless the Nephrologist and/or the Referring Physician considers it is appropriate.",general
BK25-REC-157,BK25,38,38,General recommendations for scheduled procedures (not in emergency):,General recommendations for scheduled procedures (not in emergency): • Fasting is not required; it could be considered only for some exams (i.e. heart and abdomen studi,general
BK25-REC-158,BK25,38,38,it could be considered only for some exams (i,General recommendations for scheduled procedures (not in emergency): • Fasting is not required; it could be considered only for some exams (i.e. heart and abdomen studies) as clarified in their informative forms; • Continue with the assumpti,general
BK25-REC-159,BK25,39,39,"s” to one of the questions, the possibility of performing the procedure will be considered in the Radiology Department and the exam could be postponed awaiting for the results of the Allergology consultation or for the evaluation of the Referring Physician or other Specialists","activity limitation because of asthma? ☐ YES ☐ NO If you selected one of the disease or answered “yes” to one of the questions, the possibility of performing the procedure will be considered in the Radiology Department and the exam could be postponed awaiting for the results of the Allergology consultation or for the evaluation of the Referring Physician or other Specialists. Please remember that premedication is not recommended, unless prescribed by the Allergologist. Ser",premedication
BK25-REC-160,BK25,39,39,"Please remember that premedication is not recommended, unless prescribed by the Allergologist","the Allergology consultation or for the evaluation of the Referring Physician or other Specialists. Please remember that premedication is not recommended, unless prescribed by the Allergologist. Serum creatinine measurement is no longer required.",CA-AKI; premedication
BK25-REC-161,BK25,40,40,General recommendations for scheduled procedures (not in emergency):,General recommendations for scheduled procedures (not in emergency): • Fasting is not required; it could be considered only for some exams (i.e. heart and abdomen studi,general
BK25-REC-162,BK25,40,40,it could be considered only for some exams (i,General recommendations for scheduled procedures (not in emergency): • Fasting is not required; it could be considered only for some exams (i.e. heart and abdomen studies) as clarified in their informative forms; • Continue with the assumpti,general
BK25-REC-163,BK25,43,43,Reducing the risk of iodine-based and MRI contrast media administration: Recommendation for a questionnaire at the time of booking,"lmén T, Aspelin P, Heinz-Peer G, Jakobsen JÅ, Liss P, Oyen R, Stacul F, Van der Molen AJ, Webb JAW. Reducing the risk of iodine-based and MRI contrast media administration: Recommendation for a questionnaire at the time of booking. Eur J Radiol 2008; 66: 225-229.",questionnaire
P1-REC-001,P1,1,6798,"During treatment, the stability or progression of the reaction should be constantly assessed, assigning a speciﬁc task to each team member","buterol. As these reactions occur infrequently, these situations often create stress and confusion. During treatment, the stability or progression of the reaction should be constantly assessed, assigning a speciﬁc task to each team member. In addition, detailed documentation and correct classiﬁcation of the severity of such reactions wi",documentation
P1-REC-002,P1,1,6798,lar hands-on training for all personnel involved in managing these reactions is mandatory,"the severity of such reactions will help improve the risk management in future imaging studies. Regular hands-on training for all personnel involved in managing these reactions is mandatory. To help, the ESUR Contrast Media Safety Committee has reviewed the literature on hypersensitivity ",hypersensitivity/management
P1-REC-003,P1,1,6798,Findings Clear treatment protocols with cards or ﬂowcharts are mandatory,to prevent further damage to the patient. Guidance on management would help improving preparedness. Findings Clear treatment protocols with cards or ﬂowcharts are mandatory. Intramuscular adrenaline is the most important drug for treatment. Documentation should be agent-s,hypersensitivity/management; documentation
